Image_ID,Title,Author,Medium,Date,Location,Provenance,Theme,Category,Classification,Descriptors,Symbols,Features,Scene,Face_position,Objects,Gestures,Physiognomy,Physiognomy_Image,Donor,Inscription,Dimensions (Px),Mode (RGB/L/CMYK),File_Size (KB),Mean_Contrast,Afro_Presence,VLM_Detection,Accepted_Tokens,Bias_Deviation,Link,Image_source,
3414,De mulato y china sale albarrazada (Sin Inscripciones),Anónimo,Óleo sobre tela,1700–1799,"Banco Nacional México, Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 06 zambo - negro mulata","Alacena, Botella, Cocina, Comida, Cuchillo / daga, Jarra, Látigo, Mesa, Platos - Vajilla","Flores, Frutas / verduras, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Alimento / pan,"Personaje principal: Entregar algo, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Ninguna,2993x2235,RGB,1667.2,65.44,,,,,https://arca.uniandes.edu.co/obras/3414,"MANRIQUE, Jorge Alberto. La colección pictórica del Banco Nacional de México. México: Fomento Cultural Banamex, 1992.",
26123,De Mulato e India nace Chino,José de Alcíbar,Óleo sobre tela,1778,"Colección Pérez Simón, Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 13 chino - lobo negra mulato",Comida,"Pan, Vasija","Edad: adolescencia-juventud, Edad: adulto, Edad: anciano, Escena: simple, Género masculino/femenino, Personaje colectivo, Personajes: profanos",Terrestre / interior casa-habitación,Rostro 3/4,Alimento / pan,"Personaje principal: Mano extendida: mendigar, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo entero,Sin donante,Cartela,2386x2258,RGB,1382.3,44.04,,,,,https://arca.uniandes.edu.co/obras/26123,Fotografía Jaime Borja,
13287,"De Mulato y Española, sale Morisco",Anónimo,Óleo sobre tela,1780,"Colección Malú y Alejandra Escandón, Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 08 morisco - español mulata","Cartas, Comida, Cotidianidad, Juego, Mesa, Paisaje, Platos - Vajilla, Sombrero","Agua, Árbol, Frutas / verduras, Fuente / pila, Manto, Niños, Pájaro / aves","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / interior - paisaje,Rostro 3/4,Cartas Naipes,"Personaje principal: No, Personaje secundario: Palmas arriba:, Otros personajes: No",Sentado,Cuerpo entero,Sin donante,Inscripción,2106x1480,RGB,752.9,65.15,,,,,https://arca.uniandes.edu.co/obras/13287,www.latinamericanart.com/,
632,Español y Negra Mulato,José de Alcíbar,Óleo sobre tela,1760,"Denver Art Museum, Denver, Estados Unidos","Ciudad de México, México","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Caldero / olla, Cocina, Comida, Madera, Negro - negritud, Platos - Vajilla, Telas","Fuego, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Tabaco / pipa,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo tres cuartos,Sin donante,Inscripción,2110x1682,RGB,1238.6,67.05,,,,,https://arca.uniandes.edu.co/obras/632,"RISHEL, Joseph J. y Suzanne Stratton-Pruitt. Revelaciones. Las artes en América Latina, I492-I820. México: Fondo de Cultura Económica, 2007.",
3374,"De Español, y Mulata produce Morisca",Anónimo,Óleo sobre tela,1725,"Colección particular (Londres), Londres, Reino Unido","Ciudad de México, México","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 08 morisco - español mulata","Familia, Sombrero","Capa, Collar, Joyas, Niños","Edad: adulto, Edad: niñez, Escena: compuesta, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Sin definir,Perfil,No,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Inscripción,1694x1276,RGB,565,43.41,,,,,https://arca.uniandes.edu.co/obras/3374,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
1046,Martín Porres,Anónimo,Óleo sobre madera,1700–1799,"Colección Barbosa-Stern, Lima, Perú",Lima,Martín de Porres,Devoción,"Santos, Venerables y beatos, Martín de Porres","Dominicos, Escoba, Mesa, Vida conventual","Canasta, Cortinas, Libro, Pan","Edad: adulto, Escena: simple, Género masculino, Personaje individual, Personajes: sagrados",Terrestre / interior - paisaje,Frente,Escoba,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Cartela,2424x2802,RGB,2329.6,65.54,,,,,https://arca.uniandes.edu.co/obras/1046,"GJURINOVIC, Pedro y Eduardo Barbosa. Vicerregal Peruvian Art, Barbosa Stern Collection. Lima: Museum of Modern Art of Latin America, 1989.",
3386,De Español y Negra produce Mulato,Anónimo,Óleo sobre tela,1700–1799,"Colección particular (CdMx), Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Caldero / olla, Cocina, Oficio / trabajo, Platos - Vajilla, Sombrero, Tiendas de campaña","Fuego, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Desconocido,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Inscripción,1302x987,RGB,259.1,54.81,,,,,https://arca.uniandes.edu.co/obras/3386,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
90003,Black Artist Completing a Portrait of Maria Anna of Austria,Desconocido (posiblemente escuela brasileña),Óleo sobre lienzo,Primera mitad del siglo XVIII (c. 1700–1750),"Colección privada, Filadelfia (procedencia); ofrecida por Carlton Hobbs LLC","Michael Hogg Gallery, Knightsbridge, Londres, 1967; Colección privada, Filadelfia",Artista afrodescendiente en rol intelectual/creativo,Retrato de taller,"Temas seculares, Retrato dentro del retrato, Roles no subalternos","Negro - negritud, Oficio artístico, Indumentaria elaborada","Retrato dentro del retrato, Ventana con paisaje urbano, Vestimenta elaborada","Edad: adulto, Escena: simple, Género masculino, Género femenino, Personaje principal: artista",Interior / ciudad - poblado (cityscape al fondo),3/4,"Pinceles, lienzo, caballete (implícito)",Personaje principal: Pintando un retrato; Personaje secundario (representado en el lienzo): Pose de retrato real; Otros personajes: No,Sentado / de pie ante el caballete,Cuerpo entero,Sin donante,Sin inscripción,664x664,RGB,154.32,46.87,,,,,https://carltonhobbs.com/piece/black-artist-completing-a-portrait-of-maria-anna-of-austria/,Carlton Hobbs New York (carltonhobbs.com),
90004,"Francis Williams, the Scholar of Jamaica","Desconocido (posiblemente autorretrato; se ha propuesto a William Williams, 1721–1791)",Óleo sobre lienzo,c. 1760,"Victoria and Albert Museum, Londres, Reino Unido (Galería George Levy, sala 52)",Colección de Major H. Howard de Hampton Lodge (descendiente directo de Edward Long); adquirida por Spink and Son Ltd. en 1928 y donada al V&A,Retrato de erudito; logros intelectuales y científicos de un hombre negro libre,Retrato,"Temas seculares, Retrato de erudito, Roles no subalternos, Astronomía, Escuela británica","Negro - negritud, Erudición, Ciencia, Biblioteca, Indumentaria de élite","Globo terráqueo, Globo celeste, Compás y instrumentos de dibujo, Libros (incluye Principia de Newton y el Diccionario de Johnson de 1755), Paisaje de Spanish Town al fondo","Edad: adulto, Escena: simple, Género masculino, Personaje principal: erudito",Interior (estudio/biblioteca) con paisaje exterior de Jamaica visible por la ventana,"3/4 (cuerpo girado a la derecha, cabeza a la izquierda)","Globo terráqueo, globo celeste, libros, compás, instrumentos de dibujo, mesa",Personaje principal: Señala con la mano derecha hacia los libreros; mano izquierda sobre los Principia de Newton abierto; Otros personajes: No,De pie,Cuerpo entero,Posiblemente autorretrato o encargo del propio retratado (Francis Williams),Sin inscripción,1691x2210,RGB,1600.29,45.42,,,,,https://en.wikipedia.org/wiki/Francis_Williams_(polymath),Wikipedia (en); Victoria and Albert Museum (collections.vam.ac.uk),
1365,Negra de Guinea criolla. Español. Producen Mulato.,Anónimo,Óleo sobre tela,1770,"Museo Nacional de Antropología (Antes Museo Nacional de Etnología), Madrid, España","Lima, Perú","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Familia, Negro - negritud, Riqueza","Collar, Joyas, Monedas, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Sin definir,Rostro 3/4,No,"Personaje principal: Compuesto: mano bendice - otra pecho, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo tres cuartos,Sin donante,Inscripción,3340x2572,RGB,3586.47,60.07,,,,,https://arca.uniandes.edu.co/obras/1365,"ESTENSSORO, Juan Carlos et al. Los cuadros de mestizaje del virrey Amat. La representación etnográfica en el Perú colonial. Lima: Museo de Arte de Lima, 2000.",
1046,Martín Porres,Anónimo,Óleo sobre madera,1700–1799,"Colección Barbosa-Stern, Lima, Perú",Lima,Martín de Porres,Devoción,"Santos, Venerables y beatos, Martín de Porres","Dominicos, Escoba, Mesa, Vida conventual","Canasta, Cortinas, Libro, Pan","Edad: adulto, Escena: simple, Género masculino, Personaje individual, Personajes: sagrados",Terrestre / interior - paisaje,Frente,Escoba,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Cartela,2424x2802,RGB,2329.64,65.54,,,,,https://arca.uniandes.edu.co/obras/1046,"GJURINOVIC, Pedro y Eduardo Barbosa. Vicerregal Peruvian Art, Barbosa Stern Collection. Lima: Museum of Modern Art of Latin America, 1989.",
13294,Devoción de don Manuel de Salzes y doña Francisca Infante,Anónimo,Óleo sobre tela,1767,"Museo Nacional de Bellas Artes, Santiago, Chile","La Paz, Bolivia",Retrato de familias,Retrato,"Retrato, Retrato de familias, Grupo familiar","Ángeles / querubines, Esclavo, Familia, Túnica","Altar, Báculo, Cetro, Collar, Columna, Corona, Flores, Luna","Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,No,"Personaje principal: Oro: pedir misericordia, Personaje secundario: No, Otros personajes: No",Arrodillado,Cuerpo entero,Donante por el nombre,Cartela,514x650,RGB,143.14,59.24,,,,,https://arca.uniandes.edu.co/obras/13294,www.surdoc.cl,
26967,Exvoto de la Sagrada Familia,José Campeche,Óleo sobre tela,1780,"Instituto de Cultura Puertorriqueña, San Juan, Puerto Rico",San Juan,Cinco señores,Devoción,"Mariología, Vida de la Virgen, Sagrada Familia, Escenas Sagrada Familia, Cinco señores","Ángeles / querubines, Imagen devocional, Hábito","Aureola, Aureola con estrellas, Aureola de rayos o luz, Cruz / crucifijo, Nube, Trinidad","Edad: adulto, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personajes: sagrados, Presencia: animales",Celeste,Rostro 3/4,"Cruz, Flores","Personaje principal: Mano extendida frente: bendecir, absolución, perdón; Personaje secundario: Manos/brazos cruzadas pecho; Otros personajes: Múltiples gestos",Elevación,Cuerpo entero,Sin donante,Ninguna,1001x1282,RGB,313.4,53.08,,,,,https://arca.uniandes.edu.co/obras/26967,Enoch Pratt Free Library (Registro Web),
12373,Baile rústico después del viaje en trineo,William Sidney Mount,Óleo sobre tela,1830,"Museum of Fine Arts of Boston, Boston, Estados Unidos",Boston,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Cotidianidad, Danza, Habitación, Jarra, Violín","Instrumentos musicales, Puerta, Reloj, Silla / trono, Vela / cirio","Edad: adulto, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos",Terrestre / interior casa-habitación,Rostro 3/4,Objetos diversos,"Personaje principal: Palma arriba extendida: no posee nada, Personaje secundario: Múltiples gestos, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,1280x1039,RGB,229,50.42,,,,,https://arca.uniandes.edu.co/obras/12373,www.mfa.org/catalogues,
20629,"Mujeres, creoles y sivientes",Agostino Brunias,Óleo sobre tela,1770,"Museo Thyssen-Bornemisza, Madrid, España","Washington, Estados Unidos",Escenas cotidianas oficios y labores,Urbano,"Temas seculares, Escenas cotidiana, Cotidianas oficios y labores","Abanico, Esclavo, Negro - negritud, Paisaje",Árbol,"Edad: adolescencia-juventud, Edad: adulto, Escena: simple, Género femenino, Personaje colectivo, Personajes: profanos",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo entero,Sin donante,Ninguna,2263x3163,RGB,1574.31,71.91,,,,,https://arca.uniandes.edu.co/obras/20629,"ASTE, Richard. Behind closed Doors. Art in the Spanish American home, 1492-1898. Brooklyn Museum, 2014.",
3413,"Cuadro de castas: blanco y negro, zambo",Anónimo,Óleo sobre tela,1700–1799,"Colección Ángel Cristóbal, Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Botella, Carne, Cocina, Comida, Gallina, Negro - negritud, Platos - Vajilla","Anillo, Animales, Joyas, Niños, Pájaro / aves","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales",Terrestre / interior casa-habitación,Rostro 3/4,Pájaro,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Ninguna,1329x1035,RGB,510.24,71.74,,,,,https://arca.uniandes.edu.co/obras/3413,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
3455,De Español y Negra nace Mulata. Frutas de el paiz.,Andrés Islas,Óleo sobre tela,1774,"Museo de América, Madrid, España","Ciudad de México, México","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Caldero / olla, Cocina, Cotidianidad, Negro - negritud, Pelea, Platos - Vajilla, Sombrero","Canasta, Flores, Frutas / verduras","Edad: adulto, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,No,"Personaje principal: Impedir agarrar mano: detener obstaculos, Personaje secundario: Agarra: acción de autoridad, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Cartela,1500x2076,RGB,1080.69,59.22,,,,,https://arca.uniandes.edu.co/obras/3455,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
3435,"Orgullo, y despejo de la mulata, nace del blanco, y negra que la dimanan",José Joaquín Magón,Óleo sobre tela,1754–1760,"Colección particular (CdMx), Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Caldero / olla, Cocina, Comida, Cuchillo / daga, Jarra, Mesa, Negro - negritud, Oficio / trabajo, Peces, Platos - Vajilla, Vaso","Frutas / verduras, Joyas, Pan","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Taza - Vajilla,"Personaje principal: No, Personaje secundario: Compuesto: dos abiertas al frente, Otros personajes: No",De pie,Cuerpo tres cuartos,Sin donante,Inscripción,2000x1564,RGB,585.46,42.5,,,,,https://arca.uniandes.edu.co/obras/3435,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
3571,"5. De Español, y Negra, produce Mulato",José de Páez,Óleo sobre tela,1750–1790,"Colección particular (CdMx), Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Alacena, Caldero / olla, Cocina, Comida, Jarra, Mesa, Negro - negritud, Paisaje, Platos - Vajilla, Sombrero, Vaso","Árbol, Canasta, Capa, Columna, Joyas, Niños, Vasija","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Tabaco / pipa,"Personaje principal: No, Personaje secundario: Palma frente abajo inclinada:, Otros personajes: No",De pie,Cuerpo tres cuartos,Sin donante,Inscripción,1600x1274,RGB,512.87,62.94,,,,,https://arca.uniandes.edu.co/obras/3571,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
3542,"De Español, y Negra, nace Mulata",Anónimo,Óleo sobre tela,1700–1799,"Colección particular (CdMx), Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Caldero / olla, Cocina, Mesa, Negro - negritud, Platos - Vajilla, Sombrero","Ciudad, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / ciudad - poblado,Rostro 3/4,No,"Personaje principal: Indice arriba: amenaza, denuncia; Personaje secundario: Señalar: silencio bendecir; Otros personajes: No",De pie,Cuerpo medio,Sin donante,Inscripción,1600x1209,RGB,588.07,58.89,,,,,https://arca.uniandes.edu.co/obras/3542,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
851,Adoración de los reyes,José Juárez,Óleo sobre tela,1655,"Museo Nacional de Arte (MUNAL) (Antigua Pinacoteca san Diego), Ciudad de México, México",Ciudad de México,Adoración de los Reyes,Vida,"Mariología, Vida de la Virgen, Adoración de los Reyes","Bordado, Botella, Brocados (flores o dorados), Camino, Colina / montaña, Túnica, Turbante","Aureola, Corona, Espada, Incensario, Manto, Mirra, Ofrenda, Oro","Edad: adulto, Edad: anciano, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: sagrados y profanos, Presencia: niños",Terrestre / paisaje,Frente,No,"Personaje principal: Cargar o sostener:, Personaje secundario: No, Otros personajes: Mano palma al frente",Sentado alzando,Cuerpo entero,Sin donante,Ninguna,2628x3390,RGB,3092.99,64.63,,,,,https://arca.uniandes.edu.co/obras/851,"PAZ, Octavio. México: esplendores de treinta siglos. New York: Metropolitan Museum of art – Amigos de las Artes de Mexico, 1991.",
134,Adoración de los reyes,Anónimo,Óleo sobre tela,1600–1699,"Convento del Carmen de San José, Santiago, Chile",Santiago,Adoración de los Reyes,Vida,"Mariología, Vida de la Virgen, Adoración de los Reyes","Antorcha, Armadura / yelmo, Cotidianidad, Cuerda / soga  (atadura), Monarquía - realeza - rey, Oración, Reunión, Túnica, Velo","Aureola, Cadena, Capa, Escalera, Manto, Mirra, Ofrenda, Oro","Edad: adulto, Edad: anciano, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personaje: desnudo parcial / total, Personajes: sagrados y profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,No,"Personaje principal: Cargar o sostener:; Personaje secundario: Acariciar cabeza: humor, afecto; Otros personajes: Estirar la mano: fuerza al discurso",Sentado alzando,Cuerpo entero,Donante posiblemente presente,Ninguna,2564x2010,RGB,1423.18,53.51,,,,,https://arca.uniandes.edu.co/obras/134,"Luis Mebold K. S.D.B. Catálogo de pintura colonial en Chile. Obras en monasterios de religiosas de Antigua fundación. Santiago: ediciones Universidad católica de Chile, 1987.",
852,Adoración de los reyes,Baltasar de Echave y Rioja,Óleo sobre tela,1659,"Figge Art Museum, Davenport, Estados Unidos","Ciudad de México, México",Adoración de los Reyes,Vida,"Mariología, Vida de la Virgen, Adoración de los Reyes","Bordado, Botella, Brocados (flores o dorados), Camino, Colina / montaña, Túnica, Turbante","Alas, Árbol, Aureola, Bastón florido, Columna, Corona, Incensario, Manto, Mirra, Ofrenda, Oro, Paloma","Edad: adulto, Edad: anciano, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: sagrados y profanos, Presencia: animales, Presencia: niños",Terrestre / paisaje,Rostro 3/4,No,"Personaje principal: Cargar o sostener:, Personaje secundario: Mano vertical frente:, Otros personajes: No",Sentado alzando,Cuerpo entero,Sin donante,Ninguna,3400x2604,RGB,3117.89,64.75,,,,,https://arca.uniandes.edu.co/obras/852,"PAZ, Octavio. México: esplendores de treinta siglos. New York: Metropolitan Museum of art – Amigos de las Artes de Mexico, 1991.",
333,Adoración de los reyes,Anónimo,Óleo sobre tela,1700–1799,"Convento Capuchinas de la santísima Trinidad, Santiago, Chile",Santiago,Adoración de los Reyes,Vida,"Mariología, Vida de la Virgen, Adoración de los Reyes","Bordado, Brocados (flores o dorados), Colina / montaña, Negro - negritud, Oración, Túnica","Árbol, Aureola, Bastón florido, Columna, Incensario, Manto, Ofrenda, Silla / trono","Edad: anciano, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: sagrados y profanos, Presencia: animales, Presencia: niños",Terrestre / interior - paisaje,Rostro 3/4,No,"Personaje principal: No; Personaje secundario: Mano derecha tres dedos: bendición o pedir silencio; Otros personajes: Tocar pie: humildad, sometimiento",Sentado alzando,Cuerpo entero,Sin donante,Ninguna,2604x1636,RGB,1689.6,61.77,,,,,https://arca.uniandes.edu.co/obras/333,"Luis Mebold K. S.D.B. Catálogo de pintura colonial en Chile. Obras en monasterios de religiosas de Antigua fundación. Santiago: ediciones Universidad católica de Chile, 1987.",
677,Adoración de los reyes,Gaspar Miguel de Berrío,Óleo sobre tela,1730–1762,"Museo Nacional de Arte, La Paz, Bolivia",La Paz,Adoración de los Reyes,Vida,"Mariología, Vida de la Virgen, Adoración de los Reyes","Armadura / yelmo, Bordado, Brocados (flores o dorados), Camino, Colina / montaña, Cotidianidad, Negro - negritud, Oración, Soldados","Árbol, Aureola, Caballo, Corona, Incensario, Mirra, Ofrenda, Oro","Edad: adulto, Edad: anciano, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personaje: desnudo parcial / total, Personajes: sagrados y profanos, Presencia: animales, Presencia: niños",Terrestre / interior - paisaje,Rostro 3/4,No,"Personaje principal: No; Personaje secundario: Acariciar cabeza: humor, afecto; Otros personajes: Tocar pie: humildad, sometimiento",Sentado alzando,Cuerpo entero,Sin donante,Ninguna,2394x3186,RGB,2831.32,50.66,,,,,https://arca.uniandes.edu.co/obras/677,"RISHEL, Joseph J. y Suzanne Stratton-Pruitt. Revelaciones. Las artes en América Latina, I492-I820. México: Fondo de Cultura Económica, 2007.",
